2025-02-20 15:09:00.450351|MouseMovement|786,797
2025-02-20 15:09:00.457236|MouseMovement|789,797
2025-02-20 15:09:00.463880|MouseMovement|791,797
2025-02-20 15:09:00.470559|MouseMovement|794,797
2025-02-20 15:09:00.477295|MouseMovement|796,797
2025-02-20 15:09:00.484219|MouseMovement|797,797
2025-02-20 15:09:00.491702|MouseMovement|799,797
2025-02-20 15:09:00.498480|MouseMovement|800,797
2025-02-20 15:09:00.504996|MouseMovement|801,797
2025-02-20 15:09:00.511636|MouseMovement|802,797
2025-02-20 15:09:00.518540|MouseMovement|803,797
2025-02-20 15:09:00.525551|MouseMovement|804,798
2025-02-20 15:09:00.532390|MouseMovement|805,798
2025-02-20 15:09:00.539594|MouseMovement|806,799
2025-02-20 15:09:00.546065|MouseMovement|807,800
2025-02-20 15:09:00.552687|MouseMovement|807,801
2025-02-20 15:09:00.559587|MouseMovement|807,802
2025-02-20 15:09:00.566393|MouseMovement|808,806
2025-02-20 15:09:00.573197|MouseMovement|805,813
2025-02-20 15:09:00.580333|MouseMovement|800,820
2025-02-20 15:09:00.587438|MouseMovement|791,829
2025-02-20 15:09:00.594567|MouseMovement|778,839
2025-02-20 15:09:00.600882|MouseMovement|766,846
2025-02-20 15:09:00.607715|MouseMovement|748,854
2025-02-20 15:09:00.614456|MouseMovement|731,860
2025-02-20 15:09:00.621662|MouseMovement|720,864
2025-02-20 15:09:00.628640|MouseMovement|704,868
2025-02-20 15:09:00.635546|MouseMovement|691,870
2025-02-20 15:09:00.642012|MouseMovement|675,872
2025-02-20 15:09:00.648842|MouseMovement|664,872
2025-02-20 15:09:00.655683|MouseMovement|655,871
2025-02-20 15:09:00.662629|MouseMovement|649,869
2025-02-20 15:09:00.669731|MouseMovement|641,866
2025-02-20 15:09:00.676779|MouseMovement|632,862
2025-02-20 15:09:00.683612|MouseMovement|623,857
2025-02-20 15:09:00.690189|MouseMovement|616,851
2025-02-20 15:09:00.696987|MouseMovement|611,846
2025-02-20 15:09:00.704520|MouseMovement|604,836
2025-02-20 15:09:00.710780|MouseMovement|600,827
2025-02-20 15:09:00.718004|MouseMovement|596,818
2025-02-20 15:09:00.724947|MouseMovement|593,809
2025-02-20 15:09:00.731860|MouseMovement|592,800
2025-02-20 15:09:00.738236|MouseMovement|591,792
2025-02-20 15:09:00.745496|MouseMovement|592,785
2025-02-20 15:09:00.751918|MouseMovement|593,779
2025-02-20 15:09:00.758754|MouseMovement|595,773
2025-02-20 15:09:00.766041|MouseMovement|600,764
2025-02-20 15:09:00.772812|MouseMovement|606,754
2025-02-20 15:09:00.779407|MouseMovement|612,746
2025-02-20 15:09:00.786150|MouseMovement|620,738
2025-02-20 15:09:00.793186|MouseMovement|633,725
2025-02-20 15:09:00.799842|MouseMovement|650,710
2025-02-20 15:09:00.807403|MouseMovement|660,701
2025-02-20 15:09:00.814124|MouseMovement|671,694
2025-02-20 15:09:00.820590|MouseMovement|689,687
2025-02-20 15:09:00.827540|MouseMovement|708,680
2025-02-20 15:09:00.834382|MouseMovement|727,675
2025-02-20 15:09:00.841278|MouseMovement|741,672
2025-02-20 15:09:00.848137|MouseMovement|757,670
2025-02-20 15:09:00.855356|MouseMovement|778,670
2025-02-20 15:09:00.862673|MouseMovement|802,671
2025-02-20 15:09:00.868646|MouseMovement|820,674
2025-02-20 15:09:00.875741|MouseMovement|835,677
2025-02-20 15:09:00.882511|MouseMovement|853,683
2025-02-20 15:09:00.889385|MouseMovement|868,690
2025-02-20 15:09:00.896362|MouseMovement|879,696
2025-02-20 15:09:00.903607|MouseMovement|886,704
2025-02-20 15:09:00.910502|MouseMovement|892,713
2025-02-20 15:09:00.916893|MouseMovement|898,727
2025-02-20 15:09:00.923838|MouseMovement|903,745
2025-02-20 15:09:00.930800|MouseMovement|905,759
2025-02-20 15:09:00.937598|MouseMovement|905,774
2025-02-20 15:09:00.944668|MouseMovement|904,792
2025-02-20 15:09:00.951783|MouseMovement|900,808
2025-02-20 15:09:00.958112|MouseMovement|892,835
2025-02-20 15:09:00.965023|MouseMovement|879,864
2025-02-20 15:09:00.972061|MouseMovement|869,880
2025-02-20 15:09:00.978826|MouseMovement|856,895
2025-02-20 15:09:00.985829|MouseMovement|838,910
2025-02-20 15:09:00.992722|MouseMovement|804,931
2025-02-20 15:09:00.999905|MouseMovement|765,949
2025-02-20 15:09:01.006355|MouseMovement|727,961
2025-02-20 15:09:01.013489|MouseMovement|703,969
2025-02-20 15:09:01.020069|MouseMovement|675,975
2025-02-20 15:09:01.027087|MouseMovement|649,976
2025-02-20 15:09:01.034136|MouseMovement|632,975
2025-02-20 15:09:01.041546|MouseMovement|622,973
2025-02-20 15:09:01.048239|MouseMovement|609,968
2025-02-20 15:09:01.054326|MouseMovement|600,963
2025-02-20 15:09:01.061685|MouseMovement|593,957
2025-02-20 15:09:01.068447|MouseMovement|588,951
2025-02-20 15:09:01.074999|MouseMovement|583,943
2025-02-20 15:09:01.082570|MouseMovement|579,935
2025-02-20 15:09:01.089291|MouseMovement|576,924
2025-02-20 15:09:01.096108|MouseMovement|575,910
2025-02-20 15:09:01.102865|MouseMovement|575,899
2025-02-20 15:09:01.109639|MouseMovement|576,887
2025-02-20 15:09:01.116875|MouseMovement|583,864
2025-02-20 15:09:01.123529|MouseMovement|594,837
2025-02-20 15:09:01.131131|MouseMovement|602,821
2025-02-20 15:09:01.137342|MouseMovement|613,804
2025-02-20 15:09:01.144102|MouseMovement|626,789
2025-02-20 15:09:01.151035|MouseMovement|636,779
2025-02-20 15:09:01.157705|MouseMovement|646,771
2025-02-20 15:09:01.164166|MouseMovement|659,762
2025-02-20 15:09:01.171593|MouseMovement|674,754
2025-02-20 15:09:01.178719|MouseMovement|684,748
2025-02-20 15:09:01.184974|MouseMovement|697,742
2025-02-20 15:09:01.191919|MouseMovement|706,738
2025-02-20 15:09:01.198611|MouseMovement|713,736
2025-02-20 15:09:01.205380|MouseMovement|719,734
2025-02-20 15:09:01.212710|MouseMovement|724,732
2025-02-20 15:09:01.219836|MouseMovement|727,731
2025-02-20 15:09:01.226639|MouseMovement|731,730
2025-02-20 15:09:01.232876|MouseMovement|733,730
2025-02-20 15:09:01.239640|MouseMovement|736,730
2025-02-20 15:09:01.246479|MouseMovement|737,730
2025-02-20 15:09:01.253253|MouseMovement|739,730
2025-02-20 15:09:01.260559|MouseMovement|739,730
2025-02-20 15:09:01.268133|MouseMovement|740,730
2025-02-20 15:09:01.274402|MouseMovement|741,730
2025-02-20 15:09:01.280732|MouseMovement|742,730
2025-02-20 15:09:01.287613|MouseMovement|742,730
2025-02-20 15:09:01.294482|MouseMovement|743,730
2025-02-20 15:09:01.301260|MouseMovement|743,730
2025-02-20 15:09:01.308668|MouseMovement|744,730
2025-02-20 15:09:01.315550|MouseMovement|744,731
2025-02-20 15:09:01.322075|MouseMovement|745,731
2025-02-20 15:09:01.328804|MouseMovement|745,731
2025-02-20 15:09:01.335706|MouseMovement|746,732
2025-02-20 15:09:01.342689|MouseMovement|747,733
2025-02-20 15:09:02.126429|MouseMovement|747,733
2025-02-20 15:09:02.133309|MouseMovement|748,734
2025-02-20 15:09:02.139726|MouseMovement|750,736
2025-02-20 15:09:02.146295|MouseMovement|752,738
2025-02-20 15:09:02.153324|MouseMovement|754,741
2025-02-20 15:09:02.160681|MouseMovement|757,744
2025-02-20 15:09:02.167386|MouseMovement|761,747
2025-02-20 15:09:02.174147|MouseMovement|765,751
2025-02-20 15:09:02.181115|MouseMovement|768,754
2025-02-20 15:09:02.187637|MouseMovement|771,757
2025-02-20 15:09:02.194573|MouseMovement|774,761
2025-02-20 15:09:02.201399|MouseMovement|779,766
2025-02-20 15:09:02.208285|MouseMovement|783,771
2025-02-20 15:09:02.215501|MouseMovement|787,776
2025-02-20 15:09:02.222504|MouseMovement|789,779
2025-02-20 15:09:02.229076|MouseMovement|792,783
2025-02-20 15:09:02.236147|MouseMovement|793,785
2025-02-20 15:09:02.242653|MouseMovement|794,786
2025-02-20 15:09:02.249794|MouseMovement|795,788
2025-02-20 15:09:02.256378|MouseMovement|796,789
2025-02-20 15:09:02.263751|MouseMovement|797,791
2025-02-20 15:09:02.270674|MouseMovement|798,792
2025-02-20 15:09:02.277020|MouseMovement|798,792
2025-02-20 15:09:02.284650|MouseMovement|798,793
2025-02-20 15:09:02.290930|MouseMovement|799,794
2025-02-20 15:09:02.297587|MouseMovement|799,795
2025-02-20 15:09:02.304820|MouseMovement|799,795
2025-02-20 15:09:02.311743|MouseMovement|799,796
2025-02-20 15:09:02.318597|MouseMovement|799,796
2025-02-20 15:09:02.325255|MouseMovement|800,798
2025-02-20 15:09:02.331807|MouseMovement|800,800
2025-02-20 15:09:02.533871|MouseClicked|Button.left
2025-02-20 15:09:02.630044|MouseClicked|Button.left
